cod_rock Litologia prof dens gama res vel
4.00e+00 arenito1 4.53e+01 1.80e+00 2.98e+01 7.12e+00 7.31e+01
4.00e+00 arenito1 4.53e+01 1.98e+00 3.90e+01 4.63e+00 8.47e+01
4.00e+00 arenito1 4.54e+01 1.90e+00 3.37e+01 6.12e+00 9.31e+01
4.00e+00 arenito1 4.55e+01 1.91e+00 2.08e+01 3.28e+00 8.57e+01
4.00e+00 arenito1 4.56e+01 1.89e+00 2.18e+01 9.26e+00 5.84e+01
4.00e+00 arenito1 4.56e+01 2.06e+00 2.98e+01 3.91e+00 6.69e+01
4.00e+00 arenito1 4.57e+01 1.76e+00 2.21e+01 1.35e+00 6.36e+01
4.00e+00 arenito1 4.58e+01 1.84e+00 2.47e+01 3.11e+00 5.84e+01
4.00e+00 arenito1 4.58e+01 1.87e+00 3.24e+01 7.01e+00 1.07e+02
4.00e+00 arenito1 4.59e+01 2.06e+00 2.60e+01 7.77e+00 4.66e+01
4.00e+00 arenito1 4.60e+01 1.82e+00 1.62e+01 1.51e+00 4.14e+01
4.00e+00 arenito1 4.61e+01 1.78e+00 1.02e+01 4.31e+00 4.95e+01
4.00e+00 arenito1 4.61e+01 1.96e+00 1.08e+01 7.09e-01 7.06e+01
4.00e+00 arenito1 4.62e+01 1.86e+00 2.48e+01 3.57e+00 1.07e+02
4.00e+00 arenito1 4.63e+01 2.06e+00 2.43e+01 6.70e+00 6.97e+01
4.00e+00 arenito1 4.63e+01 1.88e+00 3.12e+01 4.92e+00 8.46e+01
4.00e+00 arenito1 4.64e+01 1.89e+00 1.02e+01 -3.29e-01 7.32e+01
4.00e+00 arenito1 4.65e+01 2.02e+00 2.85e+01 5.70e+00 6.75e+01
4.00e+00 arenito1 4.66e+01 1.78e+00 2.47e+01 2.56e+00 7.01e+01
4.00e+00 arenito1 4.66e+01 1.78e+00 2.89e+01 -1.09e+00 7.61e+01
4.00e+00 arenito1 4.67e+01 1.90e+00 2.26e+01 -3.94e-01 5.42e+01
4.00e+00 arenito1 4.68e+01 1.94e+00 7.52e+00 3.84e-01 6.76e+01
2.00e+00 folhelho3 4.68e+01 1.80e+00 1.64e+01 1.47e+00 8.64e+01
2.00e+00 folhelho3 4.69e+01 1.91e+00 2.56e+01 1.24e+00 9.57e+01
2.00e+00 folhelho3 4.70e+01 2.15e+00 1.80e+01 3.23e+00 7.52e+01
2.00e+00 folhelho3 4.71e+01 2.08e+00 2.91e+01 6.73e+00 6.60e+01
2.00e+00 folhelho3 4.71e+01 2.08e+00 7.16e+00 1.92e+00 9.60e+01
2.00e+00 folhelho3 4.72e+01 2.16e+00 3.71e+01 7.78e+00 8.43e+01
2.00e+00 folhelho3 4.73e+01 2.23e+00 2.63e+01 1.93e+00 1.10e+02
2.00e+00 folhelho3 4.73e+01 2.35e+00 1.78e+01 2.06e+00 1.15e+02
2.00e+00 folhelho3 4.74e+01 2.23e+00 2.62e+01 6.29e+00 1.39e+02
2.00e+00 folhelho3 4.75e+01 2.35e+00 3.13e+01 4.90e+00 1.08e+02
2.00e+00 folhelho3 4.76e+01 2.42e+00 3.43e+01 6.17e+00 1.34e+02
2.00e+00 folhelho3 4.76e+01 2.40e+00 2.67e+01 4.63e+00 1.46e+02
2.00e+00 folhelho3 4.77e+01 2.35e+00 3.73e+01 7.03e+00 1.17e+02
2.00e+00 folhelho3 4.78e+01 2.28e+00 4.22e+01 9.99e+00 1.08e+02
2.00e+00 folhelho3 4.78e+01 2.52e+00 3.83e+01 4.20e+00 1.12e+02
2.00e+00 folhelho3 4.79e+01 2.42e+00 4.02e+01 7.38e+00 1.27e+02
2.00e+00 folhelho3 4.80e+01 2.51e+00 4.72e+01 1.17e+01 1.18e+02
2.00e+00 folhelho3 4.80e+01 2.38e+00 3.16e+01 1.14e+01 1.45e+02
2.00e+00 folhelho3 4.81e+01 2.57e+00 4.19e+01 1.43e+01 1.43e+02
2.00e+00 folhelho3 4.82e+01 2.66e+00 5.02e+01 9.79e+00 1.33e+02
2.00e+00 folhelho3 4.83e+01 2.57e+00 4.51e+01 1.25e+01 1.42e+02
2.00e+00 folhelho3 4.83e+01 2.39e+00 3.23e+01 1.89e+01 1.33e+02
2.00e+00 folhelho3 4.84e+01 2.35e+00 3.58e+01 1.53e+01 1.16e+02
2.00e+00 folhelho3 4.85e+01 2.38e+00 3.69e+01 1.14e+01 1.32e+02
2.00e+00 folhelho3 4.85e+01 2.28e+00 4.00e+01 1.13e+01 1.28e+02
2.00e+00 folhelho3 4.86e+01 2.45e+00 4.77e+01 1.31e+01 1.19e+02
2.00e+00 folhelho3 4.87e+01 2.46e+00 3.34e+01 1.36e+01 1.30e+02
2.00e+00 folhelho3 4.88e+01 2.63e+00 4.00e+01 8.40e+00 1.58e+02
2.00e+00 folhelho3 4.88e+01 2.49e+00 4.70e+01 7.51e+00 1.14e+02
2.00e+00 folhelho3 4.89e+01 2.59e+00 3.51e+01 8.51e+00 1.39e+02
2.00e+00 folhelho3 4.90e+01 2.50e+00 2.97e+01 1.00e+01 1.13e+02
2.00e+00 folhelho3 4.90e+01 2.34e+00 3.87e+01 1.17e+01 1.46e+02
2.00e+00 folhelho3 4.91e+01 2.37e+00 4.43e+01 8.01e+00 1.43e+02
2.00e+00 folhelho3 4.92e+01 2.38e+00 4.19e+01 1.26e+01 9.59e+01
2.00e+00 folhelho3 4.93e+01 2.39e+00 4.38e+01 1.28e+01 1.27e+02
2.00e+00 folhelho3 4.93e+01 2.39e+00 4.62e+01 1.23e+01 1.17e+02
2.00e+00 folhelho3 4.94e+01 2.38e+00 4.42e+01 1.36e+01 1.45e+02
2.00e+00 folhelho3 4.95e+01 2.60e+00 4.03e+01 1.41e+01 1.17e+02
2.00e+00 folhelho3 4.95e+01 2.58e+00 3.69e+01 1.07e+01 1.64e+02
2.00e+00 folhelho3 4.96e+01 2.39e+00 3.75e+01 1.13e+01 1.25e+02
2.00e+00 folhelho3 4.97e+01 2.40e+00 2.94e+01 1.40e+01 1.58e+02
2.00e+00 folhelho3 4.98e+01 2.47e+00 3.39e+01 1.32e+01 1.27e+02
2.00e+00 folhelho3 4.98e+01 2.33e+00 4.22e+01 9.90e+00 1.66e+02
2.00e+00 folhelho3 4.99e+01 2.41e+00 4.10e+01 9.46e+00 1.32e+02
2.00e+00 folhelho3 5.00e+01 2.42e+00 4.73e+01 7.54e+00 1.64e+02
2.00e+00 folhelho3 5.00e+01 2.55e+00 3.01e+01 1.23e+01 1.39e+02
2.00e+00 folhelho3 5.01e+01 2.61e+00 4.56e+01 1.41e+01 1.36e+02
2.00e+00 folhelho3 5.02e+01 2.50e+00 5.22e+01 1.01e+01 1.36e+02
2.00e+00 folhelho3 5.03e+01 2.43e+00 3.75e+01 8.83e+00 1.32e+02
2.00e+00 folhelho3 5.03e+01 2.45e+00 3.07e+01 7.82e+00 1.23e+02
2.00e+00 folhelho3 5.04e+01 2.55e+00 3.51e+01 1.36e+01 1.47e+02
2.00e+00 folhelho3 5.05e+01 2.41e+00 3.58e+01 9.28e+00 1.15e+02
2.00e+00 folhelho3 5.05e+01 2.48e+00 3.62e+01 1.18e+01 1.57e+02
2.00e+00 folhelho3 5.06e+01 2.56e+00 4.57e+01 7.52e+00 9.70e+01
2.00e+00 folhelho3 5.07e+01 2.39e+00 3.72e+01 1.41e+01 1.38e+02
2.00e+00 folhelho3 5.08e+01 2.37e+00 3.44e+01 1.32e+01 1.42e+02
2.00e+00 folhelho3 5.08e+01 2.43e+00 4.42e+01 8.76e+00 1.30e+02
2.00e+00 folhelho3 5.09e+01 2.16e+00 3.59e+01 1.07e+01 1.19e+02
2.00e+00 folhelho3 5.10e+01 2.62e+00 3.98e+01 9.10e+00 1.23e+02
2.00e+00 folhelho3 5.10e+01 2.42e+00 4.74e+01 1.14e+01 1.61e+02
2.00e+00 folhelho3 5.11e+01 2.40e+00 4.35e+01 8.21e+00 1.44e+02
2.00e+00 folhelho3 5.12e+01 2.48e+00 4.32e+01 6.16e+00 1.23e+02
2.00e+00 folhelho3 5.12e+01 2.54e+00 4.76e+01 9.87e+00 1.45e+02
2.00e+00 folhelho3 5.13e+01 2.36e+00 2.94e+01 1.33e+01 1.26e+02
2.00e+00 folhelho3 5.14e+01 2.37e+00 4.13e+01 1.09e+01 1.14e+02
2.00e+00 folhelho3 5.15e+01 2.42e+00 4.17e+01 1.47e+01 1.40e+02
2.00e+00 folhelho3 5.15e+01 2.45e+00 4.93e+01 8.27e+00 1.49e+02
2.00e+00 folhelho3 5.16e+01 2.62e+00 4.41e+01 1.24e+01 1.26e+02
